コード,銘柄名,市場・商品区分,33業種区分,規模区分
2907,あじかん,東証2部,食料品,-
2908,フジッコ,東証1部,食料品,TOPIX Small 2
2910,ロック・フィールド,東証1部,食料品,TOPIX Small 1
2911,旭松食品,東証2部,食料品,-
2914,日本たばこ産業,東証1部,食料品,TOPIX Large70
2915,ケンコーマヨネーズ,東証1部,食料品,TOPIX Small 2
2916,仙波糖化工業,JASDAQ,食料品,-
2917,大森屋,JASDAQ,食料品,-
2918,わらべや日洋ホールディングス,東証1部,食料品,TOPIX Small 1
2922,なとり,東証1部,食料品,TOPIX Small 2
2923,サトウ食品,東証2部,食料品,-
2924,イフジ産業,東証1部,食料品,TOPIX Small 2
2925,ピックルスコーポレーション,東証1部,食料品,TOPIX Small 2
2926,篠崎屋,東証2部,食料品,-
2927,ＡＦＣ－ＨＤアムスライフサイエンス,JASDAQ,食料品,-
2929,ファーマフーズ,東証1部,食料品,TOPIX Small 1
2930,北の達人コーポレーション,東証1部,化学,TOPIX Small 1
2931,ユーグレナ,東証1部,食料品,TOPIX Small 1
2932,ＳＴＩフードホールディングス,東証2部,食料品,-
2933,紀文食品,東証1部,食料品,TOPIX Small 2
2934,ジェイフロンティア,マザーズ,食料品,-
2961,日本調理機,東証2部,金属製品,-
2970,グッドライフカンパニー,JASDAQ,不動産業,-
2975,スター・マイカ・ホールディングス,東証1部,不動産業,TOPIX Small 2
2978,ツクルバ,マザーズ,不動産業,-
2980,ＳＲＥホールディングス,東証1部,不動産業,TOPIX Small 2
2981,ランディックス,マザーズ,不動産業,-
2982,ＡＤワークスグループ,東証1部,不動産業,TOPIX Small 2
2983,アールプランナー,マザーズ,不動産業,-
2986,ＬＡホールディングス,JASDAQ,不動産業,-
2987,タスキ,マザーズ,不動産業,-
2991,ランドネット,JASDAQ,不動産業,-
2993,長栄,東証2部,不動産業,-
3001,片倉工業,東証1部,繊維製品,TOPIX Small 2
3002,グンゼ,東証1部,繊維製品,TOPIX Small 1
3003,ヒューリック,東証1部,不動産業,TOPIX Mid400
3004,神栄,東証1部,卸売業,TOPIX Small 2
3010,ポラリス・ホールディングス,東証2部,サービス業,-
3011,バナーズ,東証2部,小売業,-
3020,アプライド,JASDAQ,小売業,-
3021,パシフィックネット,東証2部,サービス業,-
3023,ラサ商事,東証1部,卸売業,TOPIX Small 2
3024,クリエイト,JASDAQ,卸売業,-
3028,アルペン,東証1部,小売業,TOPIX Small 1
3030,ハブ,東証1部,小売業,TOPIX Small 2
3031,ラクーンホールディングス,東証1部,情報・通信業,TOPIX Small 1
3034,クオールホールディングス,東証1部,小売業,TOPIX Small 1
3035,ケイティケイ,JASDAQ,卸売業,-
3036,アルコニックス,東証1部,卸売業,TOPIX Small 2
3038,神戸物産,東証1部,卸売業,TOPIX Mid400
3040,ソリトンシステムズ,東証1部,情報・通信業,TOPIX Small 2
3041,ビューティ花壇,東証2部,卸売業,-
3042,セキュアヴェイル,JASDAQ,情報・通信業,-
3045,カワサキ,東証2部,卸売業,-
3046,ジンズホールディングス,東証1部,小売業,TOPIX Small 1
3048,ビックカメラ,東証1部,小売業,TOPIX Small 1
3050,ＤＣＭホールディングス,東証1部,小売業,TOPIX Small 1
3053,ペッパーフードサービス,東証1部,小売業,TOPIX Small 2
3054,ハイパー,東証1部,卸売業,TOPIX Small 2
3058,三洋堂ホールディングス,JASDAQ,小売業,-
3059,ヒラキ,東証2部,小売業,-
3063,ジェイグループホールディングス,マザーズ,小売業,-
3064,ＭｏｎｏｔａＲＯ,東証1部,小売業,TOPIX Mid400
3065,ライフフーズ,JASDAQ,小売業,-
3067,東京一番フーズ,東証1部,小売業,TOPIX Small 2
3068,ＷＤＩ,JASDAQ,小売業,-
3069,ＪＦＬＡホールディングス,JASDAQ,小売業,-
3070,アマガサ,JASDAQ,卸売業,-
3071,ストリーム,東証2部,小売業,-
3073,ＤＤホールディングス,東証1部,小売業,TOPIX Small 2
3075,銚子丸,JASDAQ,小売業,-
3076,あい　ホールディングス,東証1部,卸売業,TOPIX Small 1
3077,ホリイフードサービス,JASDAQ,小売業,-
3079,ディーブイエックス,東証1部,卸売業,TOPIX Small 2
3080,ジェーソン,JASDAQ,小売業,-
3082,きちりホールディングス,東証1部,小売業,TOPIX Small 2
3083,シーズメン,JASDAQ,小売業,-
3085,アークランドサービスホールディングス,東証1部,小売業,TOPIX Small 1
3086,Ｊ．フロント　リテイリング,東証1部,小売業,TOPIX Mid400
3087,ドトール・日レスホールディングス,東証1部,小売業,TOPIX Small 1
3088,マツキヨココカラ＆カンパニー,東証1部,小売業,TOPIX Mid400
3089,テクノアルファ,JASDAQ,卸売業,-
3091,ブロンコビリー,東証1部,小売業,TOPIX Small 1
3092,ＺＯＺＯ,東証1部,小売業,TOPIX Mid400
3093,トレジャー・ファクトリー,東証1部,小売業,TOPIX Small 2
3094,スーパーバリュー,JASDAQ,小売業,-
3096,オーシャンシステム,JASDAQ,小売業,-
3097,物語コーポレーション,東証1部,小売業,TOPIX Small 1
3099,三越伊勢丹ホールディングス,東証1部,小売業,TOPIX Mid400
3101,東洋紡,東証1部,繊維製品,TOPIX Mid400
3103,ユニチカ,東証1部,繊維製品,TOPIX Small 2
3104,富士紡ホールディングス,東証1部,繊維製品,TOPIX Small 2
3105,日清紡ホールディングス,東証1部,電気機器,TOPIX Mid400
3106,倉敷紡績,東証1部,繊維製品,TOPIX Small 1
3107,ダイワボウホールディングス,東証1部,卸売業,TOPIX Mid400
3109,シキボウ,東証1部,繊維製品,TOPIX Small 2
3110,日東紡績,東証1部,ガラス・土石製品,TOPIX Small 1
3111,オーミケンシ,東証2部,繊維製品,-
3113,Ｏａｋ　キャピタル,東証2部,証券、商品先物取引業,-
3116,トヨタ紡織,東証1部,輸送用機器,TOPIX Mid400
3121,マーチャント・バンカーズ,東証2部,サービス業,-
3123,サイボー,東証2部,繊維製品,-
3131,シンデン・ハイテックス,JASDAQ,卸売業,-
3132,マクニカ・富士エレホールディングス,東証1部,卸売業,TOPIX Small 1
3133,海帆,マザーズ,小売業,-
3134,Ｈａｍｅｅ,東証1部,小売業,TOPIX Small 2
3135,マーケットエンタープライズ,東証1部,小売業,TOPIX Small 2
3137,ファンデリー,マザーズ,小売業,-
3138,富士山マガジンサービス,マザーズ,小売業,-
3139,ラクト・ジャパン,東証1部,卸売業,TOPIX Small 2
3140,ＢＲＵＮＯ,JASDAQ,卸売業,-
3141,ウエルシアホールディングス,東証1部,小売業,TOPIX Mid400
3143,オーウイル,東証2部,卸売業,-
3148,クリエイトＳＤホールディングス,東証1部,小売業,TOPIX Small 1
3150,グリムス,東証1部,卸売業,TOPIX Small 2
3151,バイタルケーエスケー・ホールディングス,東証1部,卸売業,TOPIX Small 2
3153,八洲電機,東証1部,卸売業,TOPIX Small 2
3154,メディアスホールディングス,東証1部,卸売業,TOPIX Small 2
3156,レスターホールディングス,東証1部,卸売業,TOPIX Small 1
3157,ジューテックホールディングス,東証1部,卸売業,TOPIX Small 2
3159,丸善ＣＨＩホールディングス,東証1部,小売業,TOPIX Small 2
3160,大光,東証1部,卸売業,TOPIX Small 2
3161,アゼアス,東証2部,卸売業,-
3166,ＯＣＨＩホールディングス,東証1部,卸売業,TOPIX Small 2
3167,ＴＯＫＡＩホールディングス,東証1部,卸売業,TOPIX Small 1
3168,黒谷,東証1部,卸売業,TOPIX Small 2
3169,ミサワ,東証1部,小売業,TOPIX Small 2
3172,ティーライフ,東証1部,小売業,TOPIX Small 2
3173,Ｃｏｍｉｎｉｘ,東証1部,卸売業,TOPIX Small 2
3174,ハピネス・アンド・ディ,JASDAQ,小売業,-
3175,エー・ピーホールディングス,東証1部,小売業,TOPIX Small 2
3176,三洋貿易,東証1部,卸売業,TOPIX Small 2
3177,ありがとうサービス,JASDAQ,小売業,-
3178,チムニー,東証1部,小売業,TOPIX Small 2
3179,シュッピン,東証1部,小売業,TOPIX Small 2
3180,ビューティガレージ,東証1部,卸売業,TOPIX Small 2
3181,買取王国,JASDAQ,小売業,-
3182,オイシックス・ラ・大地,東証1部,小売業,TOPIX Small 1
3183,ウイン・パートナーズ,東証1部,卸売業,TOPIX Small 2
3184,ＩＣＤＡホールディングス,東証2部,小売業,-
3185,夢展望,マザーズ,小売業,-
3186,ネクステージ,東証1部,小売業,TOPIX Small 1
3187,サンワカンパニー,マザーズ,小売業,-
3189,ＡＮＡＰ,JASDAQ,小売業,-
3190,ホットマン,JASDAQ,小売業,-
3191,ジョイフル本田,東証1部,小売業,TOPIX Small 1
3192,白鳩,JASDAQ,小売業,-
3193,鳥貴族ホールディングス,東証1部,小売業,TOPIX Small 2
3195,ジェネレーションパス,マザーズ,小売業,-
3196,ホットランド,東証1部,小売業,TOPIX Small 2
3197,すかいらーくホールディングス,東証1部,小売業,TOPIX Mid400
3198,ＳＦＰホールディングス,東証1部,小売業,TOPIX Small 2
3199,綿半ホールディングス,東証1部,小売業,TOPIX Small 2
3201,日本毛織,東証1部,繊維製品,TOPIX Small 1
3202,ダイトウボウ,東証1部,繊維製品,TOPIX Small 2
3204,トーア紡コーポレーション,東証1部,繊維製品,TOPIX Small 2
3205,ダイドーリミテッド,東証1部,繊維製品,TOPIX Small 2
3221,ヨシックスホールディングス,東証1部,小売業,TOPIX Small 2
3222,ユナイテッド・スーパーマーケット・ホールディングス,東証1部,小売業,TOPIX Small 1
3223,エスエルディー,JASDAQ,小売業,-
3224,ゼネラル・オイスター,マザーズ,小売業,-
3228,三栄建築設計,東証1部,不動産業,TOPIX Small 2
3231,野村不動産ホールディングス,東証1部,不動産業,TOPIX Mid400
3232,三重交通グループホールディングス,東証1部,不動産業,TOPIX Small 2
3236,プロパスト,JASDAQ,不動産業,-
3237,イントランス,マザーズ,不動産業,-
3238,セントラル総合開発,東証2部,不動産業,-
3241,ウィル,東証2部,不動産業,-
3242,アーバネットコーポレーション,JASDAQ,不動産業,-
3244,サムティ,東証1部,不動産業,TOPIX Small 1
3245,ディア・ライフ,東証1部,不動産業,TOPIX Small 2
3246,コーセーアールイー,東証1部,不動産業,TOPIX Small 2
3248,アールエイジ,東証2部,不動産業,-
3252,地主,東証1部,不動産業,TOPIX Small 2
3254,プレサンスコーポレーション,東証1部,不動産業,TOPIX Small 1
3261,グランディーズ,マザーズ,不動産業,-
3264,アスコット,JASDAQ,不動産業,-
3266,ファンドクリエーショングループ,JASDAQ,不動産業,-
3267,フィル・カンパニー,東証1部,建設業,TOPIX Small 2
3271,ＴＨＥグローバル社,東証1部,不動産業,TOPIX Small 2
3275,ハウスコム,東証1部,不動産業,TOPIX Small 2
3276,日本管理センター,東証1部,不動産業,TOPIX Small 2
3277,サンセイランディック,東証1部,不動産業,TOPIX Small 2
3280,エストラスト,東証1部,不動産業,TOPIX Small 2
3284,フージャースホールディングス,東証1部,不動産業,TOPIX Small 2
3286,トラストホールディングス,マザーズ,不動産業,-
3288,オープンハウスグループ,東証1部,不動産業,TOPIX Mid400
3289,東急不動産ホールディングス,東証1部,不動産業,TOPIX Mid400
3291,飯田グループホールディングス,東証1部,不動産業,TOPIX Mid400
3293,アズマハウス,JASDAQ,不動産業,-
3294,イーグランド,東証1部,不動産業,TOPIX Small 2
3297,東武住販,JASDAQ,不動産業,-
3299,ムゲンエステート,東証1部,不動産業,TOPIX Small 2
3300,アンビション　ＤＸ　ホールディングス,マザーズ,不動産業,-
3302,帝国繊維,東証1部,繊維製品,TOPIX Small 2
3306,日本製麻,東証2部,卸売業,-
3315,日本コークス工業,東証1部,石油・石炭製品,TOPIX Small 2
3316,東京日産コンピュータシステム,JASDAQ,卸売業,-
3317,フライングガーデン,JASDAQ,小売業,-
3319,ゴルフダイジェスト・オンライン,東証1部,小売業,TOPIX Small 2
3320,クロスプラス,東証2部,卸売業,-
3321,ミタチ産業,東証1部,卸売業,TOPIX Small 2
3322,アルファグループ,JASDAQ,卸売業,-
3323,レカム,JASDAQ,卸売業,-
3326,ランシステム,JASDAQ,サービス業,-
3328,ＢＥＥＮＯＳ,東証1部,小売業,TOPIX Small 1
3329,東和フードサービス,JASDAQ,小売業,-
3333,あさひ,東証1部,小売業,TOPIX Small 2
3341,日本調剤,東証1部,小売業,TOPIX Small 2
3347,トラスト,東証2部,小売業,-
3349,コスモス薬品,東証1部,小売業,TOPIX Mid400
3350,レッド・プラネット・ジャパン,JASDAQ,卸売業,-
3352,バッファロー,JASDAQ,小売業,-
3353,メディカル一光グループ,JASDAQ,小売業,-
3355,クリヤマホールディングス,東証2部,卸売業,-
3356,テリロジー,JASDAQ,卸売業,-
3358,ワイエスフード,JASDAQ,小売業,-
3359,ｃｏｔｔａ,マザーズ,卸売業,-
3360,シップヘルスケアホールディングス,東証1部,卸売業,TOPIX Mid400
3361,トーエル,東証1部,小売業,TOPIX Small 2
3370,フジタコーポレーション,JASDAQ,小売業,-
3371,ソフトクリエイトホールディングス,東証1部,情報・通信業,TOPIX Small 2
3372,関門海,東証2部,小売業,-
3374,内外テック,JASDAQ,卸売業,-
3375,ＺＯＡ,JASDAQ,小売業,-
3377,バイク王＆カンパニー,東証2部,卸売業,-
3382,セブン＆アイ・ホールディングス,東証1部,小売業,TOPIX Core30
3386,コスモ・バイオ,JASDAQ,卸売業,-
3387,クリエイト・レストランツ・ホールディングス,東証1部,小売業,TOPIX Small 1
3388,明治電機工業,東証1部,卸売業,TOPIX Small 2
3390,ＩＮＥＳＴ,JASDAQ,卸売業,-
3391,ツルハホールディングス,東証1部,小売業,TOPIX Mid400
3392,デリカフーズホールディングス,東証1部,卸売業,TOPIX Small 2
3393,スターティアホールディングス,東証1部,卸売業,TOPIX Small 2
3395,サンマルクホールディングス,東証1部,小売業,TOPIX Small 1
3396,フェリシモ,東証1部,小売業,TOPIX Small 2
3397,トリドールホールディングス,東証1部,小売業,TOPIX Small 1
3399,丸千代山岡家,JASDAQ,小売業,-
3401,帝人,東証1部,繊維製品,TOPIX Mid400
3402,東レ,東証1部,繊維製品,TOPIX Large70
3405,クラレ,東証1部,化学,TOPIX Mid400
3407,旭化成,東証1部,化学,TOPIX Large70
3409,北日本紡績,東証2部,繊維製品,-
3415,ＴＯＫＹＯ　ＢＡＳＥ,東証1部,小売業,TOPIX Small 2
3416,ピクスタ,マザーズ,小売業,-
3417,大木ヘルスケアホールディングス,JASDAQ,卸売業,-
3418,バルニバービ,マザーズ,小売業,-
3420,ケー・エフ・シー,東証2部,金属製品,-
3421,稲葉製作所,東証1部,金属製品,TOPIX Small 2
3422,丸順,東証2部,金属製品,-
3423,エスイー,JASDAQ,金属製品,-
3426,アトムリビンテック,JASDAQ,金属製品,-
3431,宮地エンジニアリンググループ,東証1部,金属製品,TOPIX Small 2
3433,トーカロ,東証1部,金属製品,TOPIX Small 1
3434,アルファＣｏ,東証1部,金属製品,TOPIX Small 2
3435,サンコーテクノ,東証2部,金属製品,-
3436,ＳＵＭＣＯ,東証1部,金属製品,TOPIX Mid400
3437,特殊電極,JASDAQ,金属製品,-
3439,三ツ知,JASDAQ,金属製品,-
3440,日創プロニティ,東証2部,金属製品,-
3441,山王,JASDAQ,金属製品,-
3443,川田テクノロジーズ,東証1部,金属製品,TOPIX Small 2
3444,菊池製作所,JASDAQ,金属製品,-
3445,ＲＳ　Ｔｅｃｈｎｏｌｏｇｉｅｓ,東証1部,金属製品,TOPIX Small 1
3446,ジェイテックコーポレーション,東証1部,金属製品,TOPIX Small 2
3447,信和,東証1部,金属製品,TOPIX Small 2
3449,テクノフレックス,東証2部,金属製品,-
3452,ビーロット,東証1部,不動産業,TOPIX Small 2
3454,ファーストブラザーズ,東証1部,不動産業,TOPIX Small 2
3457,Ａｎｄ　Ｄｏホールディングス,東証1部,不動産業,TOPIX Small 2
3458,シーアールイー,東証1部,不動産業,TOPIX Small 2
